row_idx	cfg_id	method	preset	budget	seed	experiment_id	model_flag	skip_preprocess	skip_baseline	baseline_epochs	run_root	stage1_overrides	stage2_overrides	stage3_overrides
27	cfg_00027_82e1f54208	qbc_deep_ensemble	main	b1024	s02	thesis_qbc_hpo_stage1	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/qbc_deep_ensemble/stage1_policy_search/qbc_deep_ensemble_policy_search_20260301_155559/runs/cfg_00027_82e1f54208	active.disagreement.metric=variance_mean;;active.diversity.distance_weight=0.2;;active.diversity.preselect_factor=5;;active.diversity.uncertainty_weight=0.8;;active.log_every=5;;qbc_K=64;;qbc_M=5;;qbc_P=2048;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64		
28	cfg_00028_012aa42810	qbc_deep_ensemble	main	b1024	s02	thesis_qbc_hpo_stage1	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/qbc_deep_ensemble/stage1_policy_search/qbc_deep_ensemble_policy_search_20260301_155559/runs/cfg_00028_012aa42810	active.disagreement.metric=member_l2_mean;;active.diversity.distance_weight=0.4;;active.diversity.preselect_factor=3;;active.diversity.uncertainty_weight=0.6;;active.log_every=5;;qbc_K=64;;qbc_M=5;;qbc_P=2048;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64		
29	cfg_00029_bc51f620e4	qbc_deep_ensemble	main	b1024	s02	thesis_qbc_hpo_stage1	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/qbc_deep_ensemble/stage1_policy_search/qbc_deep_ensemble_policy_search_20260301_155559/runs/cfg_00029_bc51f620e4	active.disagreement.metric=member_l2_mean;;active.diversity.distance_weight=0.2;;active.diversity.preselect_factor=3;;active.diversity.uncertainty_weight=0.8;;active.log_every=5;;qbc_K=64;;qbc_M=5;;qbc_P=2048;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64		
30	cfg_00030_96c1d58e48	qbc_deep_ensemble	main	b1024	s02	thesis_qbc_hpo_stage1	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/qbc_deep_ensemble/stage1_policy_search/qbc_deep_ensemble_policy_search_20260301_155559/runs/cfg_00030_96c1d58e48	active.disagreement.metric=member_l2_mean;;active.diversity.distance_weight=0.4;;active.diversity.preselect_factor=5;;active.diversity.uncertainty_weight=0.6;;active.log_every=5;;qbc_K=64;;qbc_M=5;;qbc_P=2048;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64		
31	cfg_00031_c5521e93dc	qbc_deep_ensemble	main	b1024	s02	thesis_qbc_hpo_stage1	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/qbc_deep_ensemble/stage1_policy_search/qbc_deep_ensemble_policy_search_20260301_155559/runs/cfg_00031_c5521e93dc	active.disagreement.metric=member_l2_mean;;active.diversity.distance_weight=0.2;;active.diversity.preselect_factor=5;;active.diversity.uncertainty_weight=0.8;;active.log_every=5;;qbc_K=64;;qbc_M=5;;qbc_P=2048;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64		
32	cfg_00032_e5c3b2e1c8	qbc_deep_ensemble	main	b1024	s03	thesis_qbc_hpo_stage1	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/qbc_deep_ensemble/stage1_policy_search/qbc_deep_ensemble_policy_search_20260301_155559/runs/cfg_00032_e5c3b2e1c8	active.disagreement.metric=variance_mean;;active.diversity.distance_weight=0.4;;active.diversity.preselect_factor=3;;active.diversity.uncertainty_weight=0.6;;active.log_every=5;;qbc_K=64;;qbc_M=3;;qbc_P=2048;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64		
33	cfg_00033_c87e313a8a	qbc_deep_ensemble	main	b1024	s03	thesis_qbc_hpo_stage1	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/qbc_deep_ensemble/stage1_policy_search/qbc_deep_ensemble_policy_search_20260301_155559/runs/cfg_00033_c87e313a8a	active.disagreement.metric=variance_mean;;active.diversity.distance_weight=0.2;;active.diversity.preselect_factor=3;;active.diversity.uncertainty_weight=0.8;;active.log_every=5;;qbc_K=64;;qbc_M=3;;qbc_P=2048;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64		
34	cfg_00034_d94f77fab3	qbc_deep_ensemble	main	b1024	s03	thesis_qbc_hpo_stage1	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/qbc_deep_ensemble/stage1_policy_search/qbc_deep_ensemble_policy_search_20260301_155559/runs/cfg_00034_d94f77fab3	active.disagreement.metric=variance_mean;;active.diversity.distance_weight=0.4;;active.diversity.preselect_factor=5;;active.diversity.uncertainty_weight=0.6;;active.log_every=5;;qbc_K=64;;qbc_M=3;;qbc_P=2048;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64		
35	cfg_00035_05b50e6e75	qbc_deep_ensemble	main	b1024	s03	thesis_qbc_hpo_stage1	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/qbc_deep_ensemble/stage1_policy_search/qbc_deep_ensemble_policy_search_20260301_155559/runs/cfg_00035_05b50e6e75	active.disagreement.metric=variance_mean;;active.diversity.distance_weight=0.2;;active.diversity.preselect_factor=5;;active.diversity.uncertainty_weight=0.8;;active.log_every=5;;qbc_K=64;;qbc_M=3;;qbc_P=2048;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64		
36	cfg_00036_b27c9f9d9e	qbc_deep_ensemble	main	b1024	s03	thesis_qbc_hpo_stage1	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/qbc_deep_ensemble/stage1_policy_search/qbc_deep_ensemble_policy_search_20260301_155559/runs/cfg_00036_b27c9f9d9e	active.disagreement.metric=member_l2_mean;;active.diversity.distance_weight=0.4;;active.diversity.preselect_factor=3;;active.diversity.uncertainty_weight=0.6;;active.log_every=5;;qbc_K=64;;qbc_M=3;;qbc_P=2048;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64		
37	cfg_00037_a2ff3ee8dc	qbc_deep_ensemble	main	b1024	s03	thesis_qbc_hpo_stage1	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/qbc_deep_ensemble/stage1_policy_search/qbc_deep_ensemble_policy_search_20260301_155559/runs/cfg_00037_a2ff3ee8dc	active.disagreement.metric=member_l2_mean;;active.diversity.distance_weight=0.2;;active.diversity.preselect_factor=3;;active.diversity.uncertainty_weight=0.8;;active.log_every=5;;qbc_K=64;;qbc_M=3;;qbc_P=2048;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64		
38	cfg_00038_03d0a98d1f	qbc_deep_ensemble	main	b1024	s03	thesis_qbc_hpo_stage1	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/qbc_deep_ensemble/stage1_policy_search/qbc_deep_ensemble_policy_search_20260301_155559/runs/cfg_00038_03d0a98d1f	active.disagreement.metric=member_l2_mean;;active.diversity.distance_weight=0.4;;active.diversity.preselect_factor=5;;active.diversity.uncertainty_weight=0.6;;active.log_every=5;;qbc_K=64;;qbc_M=3;;qbc_P=2048;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64		
39	cfg_00039_b8b6d2b01f	qbc_deep_ensemble	main	b1024	s03	thesis_qbc_hpo_stage1	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/qbc_deep_ensemble/stage1_policy_search/qbc_deep_ensemble_policy_search_20260301_155559/runs/cfg_00039_b8b6d2b01f	active.disagreement.metric=member_l2_mean;;active.diversity.distance_weight=0.2;;active.diversity.preselect_factor=5;;active.diversity.uncertainty_weight=0.8;;active.log_every=5;;qbc_K=64;;qbc_M=3;;qbc_P=2048;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64		
40	cfg_00040_37136ba0a2	qbc_deep_ensemble	main	b1024	s03	thesis_qbc_hpo_stage1	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/qbc_deep_ensemble/stage1_policy_search/qbc_deep_ensemble_policy_search_20260301_155559/runs/cfg_00040_37136ba0a2	active.disagreement.metric=variance_mean;;active.diversity.distance_weight=0.4;;active.diversity.preselect_factor=3;;active.diversity.uncertainty_weight=0.6;;active.log_every=5;;qbc_K=64;;qbc_M=5;;qbc_P=2048;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64		
41	cfg_00041_a0a8f14be2	qbc_deep_ensemble	main	b1024	s03	thesis_qbc_hpo_stage1	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/qbc_deep_ensemble/stage1_policy_search/qbc_deep_ensemble_policy_search_20260301_155559/runs/cfg_00041_a0a8f14be2	active.disagreement.metric=variance_mean;;active.diversity.distance_weight=0.2;;active.diversity.preselect_factor=3;;active.diversity.uncertainty_weight=0.8;;active.log_every=5;;qbc_K=64;;qbc_M=5;;qbc_P=2048;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64		
42	cfg_00042_6e7c724cc3	qbc_deep_ensemble	main	b1024	s03	thesis_qbc_hpo_stage1	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/qbc_deep_ensemble/stage1_policy_search/qbc_deep_ensemble_policy_search_20260301_155559/runs/cfg_00042_6e7c724cc3	active.disagreement.metric=variance_mean;;active.diversity.distance_weight=0.4;;active.diversity.preselect_factor=5;;active.diversity.uncertainty_weight=0.6;;active.log_every=5;;qbc_K=64;;qbc_M=5;;qbc_P=2048;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64		
43	cfg_00043_64691f57eb	qbc_deep_ensemble	main	b1024	s03	thesis_qbc_hpo_stage1	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/qbc_deep_ensemble/stage1_policy_search/qbc_deep_ensemble_policy_search_20260301_155559/runs/cfg_00043_64691f57eb	active.disagreement.metric=variance_mean;;active.diversity.distance_weight=0.2;;active.diversity.preselect_factor=5;;active.diversity.uncertainty_weight=0.8;;active.log_every=5;;qbc_K=64;;qbc_M=5;;qbc_P=2048;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64		
44	cfg_00044_ea154ed759	qbc_deep_ensemble	main	b1024	s03	thesis_qbc_hpo_stage1	SM4	true	true		/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo/qbc_deep_ensemble/stage1_policy_search/qbc_deep_ensemble_policy_search_20260301_155559/runs/cfg_00044_ea154ed759	active.disagreement.metric=member_l2_mean;;active.diversity.distance_weight=0.4;;active.diversity.preselect_factor=3;;active.diversity.uncertainty_weight=0.6;;active.log_every=5;;qbc_K=64;;qbc_M=5;;qbc_P=2048;;qbc_T=15;;qbc_enable_logging=true;;qbc_n0=64		
