workflow_id,workflow_version,method,model_flag,preset,stage,stage_role,stage_root,budget,objective_metric,objective_direction,config_group_id,rank,is_winner,is_shortlisted,n_dataset_seeds,dataset_seeds,member_cfg_ids,member_statuses,all_completed,objective_mean,objective_std,objective_min,objective_max,mean_final_round_seconds,mean_final_train_seconds,mean_final_candidate_generation_seconds,mean_final_candidate_simulation_seconds,mean_final_acquisition_seconds,mean_final_selected_simulation_seconds,mean_final_eval_seconds,qbc_M,active.disagreement.metric,active.hybrid.pca_explained_variance,active.hybrid.k_density,active.hybrid.preselect_factor,active.hybrid.greedy_score_weight,active.hybrid.weights.uncertainty,active.hybrid.weights.diversity,active.hybrid.weights.sparsity,qbc_P
qbc_marker_hybrid_sm_avr_gov_v1,1,qbc_marker_hybrid,SM_AVR_GOV,default,refine,refinement_and_schedule_search,/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo_workflows/qbc_marker_hybrid_sm_avr_gov_v1_20260323_070441/refine,b4096,final_eval_rmse,minimize,grp_cebbac78eb,11,False,False,2,s01;;s02,cfg_00006_1abb850168;;cfg_00030_960d99f4a1,completed,True,0.006300472133139837,0.00013099885230608834,0.006169473280833749,0.006431470985445925,154.47720474450034,148.83893402546528,0.0012459940335247666,0.0,4.938866078475257,0.3076464964542538,0.06592865599668585,5,member_l2_mean,0.9,10,5,0.7,0.6,0.25,0.15,2048
qbc_marker_hybrid_sm_avr_gov_v1,1,qbc_marker_hybrid,SM_AVR_GOV,default,refine,refinement_and_schedule_search,/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo_workflows/qbc_marker_hybrid_sm_avr_gov_v1_20260323_070441/refine,b4096,final_eval_rmse,minimize,grp_de2699e633,12,False,False,2,s01;;s02,cfg_00013_79992f74af;;cfg_00037_38776b196d,completed,True,0.006358429831917393,0.0002709438717678823,0.00608748596014951,0.006629373703685275,155.87916193250567,147.8039854085364,0.0015395295049529523,0.0,7.387293239444261,0.30270862850011326,0.07251274451846257,5,member_l2_mean,0.95,10,3,0.7,0.6,0.25,0.15,4096
qbc_marker_hybrid_sm_avr_gov_v1,1,qbc_marker_hybrid,SM_AVR_GOV,default,refine,refinement_and_schedule_search,/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo_workflows/qbc_marker_hybrid_sm_avr_gov_v1_20260323_070441/refine,b4096,final_eval_rmse,minimize,grp_c4f90c6005,13,False,False,2,s01;;s02,cfg_00008_f5a063ce81;;cfg_00032_317ae4efa8,completed,True,0.0066977061752439004,0.0007514392095942864,0.0059462669656496145,0.007449145384838187,162.76373426252394,149.04155844298657,0.0021556275023613125,0.0,13.032065365521703,0.3018546754610725,0.07492556751822121,5,member_l2_mean,0.9,10,5,0.7,0.6,0.25,0.15,8192
qbc_marker_hybrid_sm_avr_gov_v1,1,qbc_marker_hybrid,SM_AVR_GOV,default,refine,refinement_and_schedule_search,/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo_workflows/qbc_marker_hybrid_sm_avr_gov_v1_20260323_070441/refine,b4096,final_eval_rmse,minimize,grp_da54d87a4e,14,False,False,2,s01;;s02,cfg_00022_88f2164dea;;cfg_00046_0283f5bc57,completed,True,0.00673689656867449,0.0001632378376205069,0.006573658731053983,0.006900134406294997,164.61713402203168,156.09451468253974,0.0017150890198536217,0.0,7.810387018485926,0.32111975553561933,0.07520040753297508,5,member_l2_mean,0.95,10,5,0.9,0.6,0.25,0.15,4096
qbc_marker_hybrid_sm_avr_gov_v1,1,qbc_marker_hybrid,SM_AVR_GOV,default,refine,refinement_and_schedule_search,/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo_workflows/qbc_marker_hybrid_sm_avr_gov_v1_20260323_070441/refine,b4096,final_eval_rmse,minimize,grp_bf96c21f9c,15,False,False,2,s01;;s02,cfg_00016_19000c4c61;;cfg_00040_af1e0b9005,completed,True,0.006968301947605936,0.000724718922778509,0.006243583024827427,0.007693020870384445,162.389296295034,154.1640601090039,0.0016079545021057129,0.0,7.51127606999944,0.3211137655307539,0.07643163003376685,5,member_l2_mean,0.95,10,3,0.9,0.6,0.25,0.15,4096
qbc_marker_hybrid_sm_avr_gov_v1,1,qbc_marker_hybrid,SM_AVR_GOV,default,refine,refinement_and_schedule_search,/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo_workflows/qbc_marker_hybrid_sm_avr_gov_v1_20260323_070441/refine,b4096,final_eval_rmse,minimize,grp_cb5430e78d,16,False,False,2,s01;;s02,cfg_00023_546e1acb8f;;cfg_00047_5f2b68c00c,completed,True,0.00717695129828836,0.0006080722362032456,0.0065688790620851145,0.007785023534491606,168.3671112275042,154.01715569995577,0.002199650014517829,0.0,13.166259076999268,0.3246057119977195,0.07578489152365364,5,member_l2_mean,0.95,10,5,0.9,0.6,0.25,0.15,8192
qbc_marker_hybrid_sm_avr_gov_v1,1,qbc_marker_hybrid,SM_AVR_GOV,default,refine,refinement_and_schedule_search,/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo_workflows/qbc_marker_hybrid_sm_avr_gov_v1_20260323_070441/refine,b4096,final_eval_rmse,minimize,grp_86d421f896,17,False,False,2,s01;;s02,cfg_00014_a735c0fe8f;;cfg_00038_2a33d5d847,completed,True,0.007200795970373975,0.0016974770465767012,0.005503318923797274,0.008898273016950677,157.60045669105602,144.34055632652598,0.002009675547014922,0.0,12.56396824104013,0.3101101400097832,0.07148238600348122,5,member_l2_mean,0.95,10,3,0.7,0.6,0.25,0.15,8192
qbc_marker_hybrid_sm_avr_gov_v1,1,qbc_marker_hybrid,SM_AVR_GOV,default,refine,refinement_and_schedule_search,/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo_workflows/qbc_marker_hybrid_sm_avr_gov_v1_20260323_070441/refine,b4096,final_eval_rmse,minimize,grp_259e4b2dfe,18,False,False,2,s01;;s02,cfg_00004_09d16e337b;;cfg_00028_1ac425e025,completed,True,0.0072090280163917796,0.0013712348746948862,0.005837793141696894,0.008580262891086666,155.8763004684879,147.80653262199485,0.0015211159770842642,0.0,7.3844150904915296,0.29647588450461626,0.0752703700272832,5,member_l2_mean,0.9,10,3,0.9,0.6,0.25,0.15,4096
qbc_marker_hybrid_sm_avr_gov_v1,1,qbc_marker_hybrid,SM_AVR_GOV,default,refine,refinement_and_schedule_search,/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo_workflows/qbc_marker_hybrid_sm_avr_gov_v1_20260323_070441/refine,b4096,final_eval_rmse,minimize,grp_e5cd1aacd0,19,False,False,2,s01;;s02,cfg_00005_61a495923f;;cfg_00029_4f9ed7bdb6,completed,True,0.007384510296040154,0.0011175980199913697,0.006266912276048784,0.008502108316031523,161.04938952298835,147.66370296452078,0.0021279895154293627,0.0,12.672661923017586,0.3284003945591394,0.06935508997412398,5,member_l2_mean,0.9,10,3,0.9,0.6,0.25,0.15,8192
qbc_marker_hybrid_sm_avr_gov_v1,1,qbc_marker_hybrid,SM_AVR_GOV,default,refine,refinement_and_schedule_search,/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo_workflows/qbc_marker_hybrid_sm_avr_gov_v1_20260323_070441/refine,b4096,final_eval_rmse,minimize,grp_2cae5ed560,20,False,False,2,s01;;s02,cfg_00012_7b9ffaf742;;cfg_00036_767b70b29f,completed,True,0.007466987547848974,0.0016848492355461078,0.005782138312302866,0.009151836783395081,153.55570205749245,147.73001844002283,0.0012324080162215978,0.0,4.596473340498051,0.2908445325156208,0.06634096198831685,5,member_l2_mean,0.95,10,3,0.7,0.6,0.25,0.15,2048
qbc_marker_hybrid_sm_avr_gov_v1,1,qbc_marker_hybrid,SM_AVR_GOV,default,refine,refinement_and_schedule_search,/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo_workflows/qbc_marker_hybrid_sm_avr_gov_v1_20260323_070441/refine,b4096,final_eval_rmse,minimize,grp_b5bc42406a,21,False,False,2,s01;;s02,cfg_00007_57ef968050;;cfg_00031_9c1a000461,completed,True,0.007533699380925241,0.0013791434309087026,0.006154555950016538,0.008912842811833943,155.52809941448504,147.1559929494979,0.0017028049915097654,0.0,7.666273965529399,0.3159587360569276,0.07330335502047092,5,member_l2_mean,0.9,10,5,0.7,0.6,0.25,0.15,4096
qbc_marker_hybrid_sm_avr_gov_v1,1,qbc_marker_hybrid,SM_AVR_GOV,default,refine,refinement_and_schedule_search,/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo_workflows/qbc_marker_hybrid_sm_avr_gov_v1_20260323_070441/refine,b4096,final_eval_rmse,minimize,grp_a76f80104c,22,False,False,2,s01;;s02,cfg_00018_58476adc04;;cfg_00042_ab1e7e3e1b,completed,True,0.007581139570623894,0.0001793304342242734,0.00740180913639962,0.007760470004848167,161.02499771601288,155.32823533553164,0.001273283502086997,0.0,4.994505281501915,0.3172591114998795,0.06862569699296728,5,member_l2_mean,0.95,10,5,0.7,0.6,0.25,0.15,2048
qbc_marker_hybrid_sm_avr_gov_v1,1,qbc_marker_hybrid,SM_AVR_GOV,default,refine,refinement_and_schedule_search,/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo_workflows/qbc_marker_hybrid_sm_avr_gov_v1_20260323_070441/refine,b4096,final_eval_rmse,minimize,grp_a1c0d8081b,23,False,False,2,s01;;s02,cfg_00009_6c4911307b;;cfg_00033_11af9afc7b,completed,True,0.008310676923801556,0.00040836925626129734,0.007902307667540258,0.008719046180062853,152.5538284095237,146.9578385054774,0.001202534040203318,0.0,4.90517627549707,0.30271658150013536,0.07062827906338498,5,member_l2_mean,0.9,10,5,0.9,0.6,0.25,0.15,2048
qbc_marker_hybrid_sm_avr_gov_v1,1,qbc_marker_hybrid,SM_AVR_GOV,default,refine,refinement_and_schedule_search,/zhome/14/b/214266/Repos/ml-surrogates-for-power-systems/outputs/hpo_workflows/qbc_marker_hybrid_sm_avr_gov_v1_20260323_070441/refine,b4096,final_eval_rmse,minimize,grp_9ca88fdf9e,24,False,False,2,s01;;s02,cfg_00011_c8e9b1d5d3;;cfg_00035_e498fc6122,completed,True,0.008479874570981746,0.001832521861476831,0.006647352709504915,0.010312396432458577,163.01144274903345,149.19337530597113,0.002170422492781654,0.0,13.113123852526769,0.31699638901045546,0.06934107694542035,5,member_l2_mean,0.9,10,5,0.9,0.6,0.25,0.15,8192
